Genotype ID	B11	Na23	Mg25	Al27	P31	S34	K39	Ca43	Mn55	Fe57	Co59	Ni60	Cu65	Zn66	As75	Se82	Rb85	Sr88	Mo98	Cd111
HARA-26-2	5.531728030218024	3.2007118542405295	7.508238774678663	2.1186622548331173	7.903965634032166	7.595889917718538	8.994544758324512	9.073030421011577	4.692264892839025	4.508438997028319	0.8197798314933114	1.5390154481375546	1.6974487897568136	5.206804966041929	-2.24431618487007	-0.2231435513142097	1.5040773967762742	3.501645852958961	-1.0788096613719298	-0.4620354595965587
HARB-26-4	5.449449208551952	3.9546992797085823	7.837948916025283	3.056827372913802	7.886457270977689	7.524021415206125	8.750841375375533	9.598998361767967	4.774744169959543	4.769667157869494	1.9329696377795786	1.6714733033535532	1.545432582458188	5.436643496028323	-2.6882475738060303	-0.1743533871447778	1.3506671834767394	4.055083848268798	-1.2378743560016174	0.06765864847381486
HARB-26-5	5.591807539282795	4.2615524812060075	7.8504931808711405	2.872999508171694	7.776954403322442	7.500529485395295	8.915163617762142	9.31271643859305	3.997833661841257	4.475289265133571	1.5933085305042167	1.556037135706985	1.958685340544036	5.145981705244338	-2.2730262907525014	-0.6539264674066639	1.9851308622085946	3.753027273937688	-1.171182981502945	-0.1743533871447778
HARC-26-1	5.751301990624177	3.3628029936748436	7.634820677745543	2.9831534913471307	7.868254265520613	7.442492722794441	9.000483164987708	8.981681639973862	4.612344389736092	4.142975983633837	1.81319474994812	1.4883995840570443	1.534714366238164	5.224455517949582	-2.353878387381596	-0.4155154439616658	1.8389610707123492	3.2634667081960758	-1.0498221244986778	-0.19845093872383832
HARC-26-4	5.2690945078711335	3.1822118404966093	7.3833681469923835	3.0638581026015914	7.856319571406588	7.493317248862145	8.526945482858915	9.06009870864564	4.338335946049148	4.502029427068578	2.1598687907924505	1.7101878155342434	1.8625285401162623	4.774997345200357	-2.703062659591171	-0.07257069283483537	1.095273387402595	3.3792925462741055	-1.1394342831883648	-0.3856624808119846
HARC-26-5	5.3196384482517205	3.7537304264335525	7.605392364814935	2.8831233291713367	7.67693714581808	7.352441100243583	9.074749717669835	9.112837790614945	3.536893097116055	4.476654763752664	0.23111172096338664	1.2149127443642704	1.5706970841176697	5.058917392714304	-2.1037342342488805	-0.5447271754416722	2.0360119837525	3.422958873443668	-1.2378743560016174	-0.7765287894989963
HIRD-12-2	5.753746552693649	4.066116540765546	7.685703061234547	2.836736542063533	8.066835314417336	7.715123603632105	8.406708458240965	9.474702639106347	4.8513268916113015	3.966700566718842	1.3270750014599193	1.8594181177018698	1.7029282555214393	5.282645197153741	-2.4651040224918206	-0.31471074483970024	0.7561219797213337	3.972741740462852	-1.0216512475319814	0.04879016416943205
HOMA-21-2	5.501380652028055	3.2895206644375325	7.8547691834991324	2.263844264677615	7.723120092266331	7.352441100243583	8.58260632996447	9.432283202713874	4.132442850820759	4.436869870556391	0.3364722366212129	1.3506671834767394	2.0693912058263346	5.007764510671235	-2.9759296462578115	-0.5978370007556204	2.012232791986386	3.833845224364122	-0.9942522733438669	-0.342490308946776
HOMB-21-2	5.685312958372539	3.6689318163042404	8.122371243406553	2.3427668826268775	7.8655717576847906	7.560601162768557	8.60611940061064	9.536112711175099	4.049870072120271	4.019980146933238	1.884034745337226	1.7263316639055997	1.8213182714695995	5.347678796085761	-2.4651040224918206	-0.5978370007556204	1.2412685890696329	3.9152178963246653	-0.941608539858445	0.7747271675523681
HOMB-21-4	5.20893955539682	3.453789831781326	7.546446273746024	3.2140642678709788	7.643003635560718	7.359467638255621	8.865452825753623	9.059750013343681	4.073801660990771	4.922313968589491	2.128231705849268	1.7011051009599243	2.028148247292285	4.755484946646959	-2.864704011147587	-0.37106368139083207	1.7900914121273581	3.4830845411343394	-1.2039728043259361	-0.4620354595965587
HOMC-21-1	5.472606751644727	3.4404180948154366	7.455876687491824	3.013080911888604	7.827639546366422	7.590852123688581	9.22276289197474	9.097171673870545	4.409155302062135	4.132924044189576	1.2669476034873244	1.6770965609079151	2.0794415416798357	5.384770254278235	-2.0635681925235456	-0.5447271754416722	1.8946168546677629	3.506157817298642	-1.171182981502945	-0.527632742082372
HOMC-21-3	5.370591515418057	3.4420193761824107	7.443078374348516	3.246490991901174	7.938445551164788	7.636752112435779	8.852521917335372	9.121071904218	4.590564033598729	4.85600672231905	1.9358598132018119	1.3217558399823195	1.9416152247724325	5.081155886911374	-3.036554268074246	-0.4462871026284195	1.5769147207285403	3.526654599019104	-0.616186139423817	-0.2484613592984996
