Genotype ID	B11	Na23	Mg25	Al27	P31	S34	K39	Ca43	Mn55	Fe57	Co59	Ni60	Cu65	Zn66	As75	Se82	Rb85	Sr88	Mo98	Cd111
SKWA-24-4	254.63	40.87	2628	21.45	2494	1721	6466	11201	79.51	72.06	5.66	7	6.68	175.83	0.073	0.69	5.86	36.78	0.49	0.69
SKWA-24-5	397.58	40.97	2025	12.99	2408	1941	7634	10044	107.6	174.74	2.94	3.06	6.64	89.95	0.116	0.67	4.39	37.12	0.24	0.85
SKWB-24-3	261.35	26.89	1476	12.75	2694	1870	12631	10281	91.96	86.53	1.8	2.47	5.6	218.58	0.09	0.68	3.97	37.05	0.13	0.95
SKWD-24-4	283.7	63.23	1469	7.53	2471	1506	8612	6582	28.87	88.46	2.5	2.74	5.82	175.68	0.081	0.59	11.41	19.95	0.08	0.4
SKWD-24-5	227.74	33.56	1790	19.7	2714	1820	7917	8131	85.85	103.92	5.55	3.25	7.4	214.97	0.095	0.74	6.02	28.98	0.34	0.58
SKWE-24-1	197.71	36.81	1860	81.88	2564	1770	7417	9033	79.67	99.95	4.49	4.49	5.83	130.87	0.095	0.63	4.53	32.7	0.4	0.54
SKWE-24-2	248.53	39.1	1392	14.18	2630	2541	9747	4419	65.64	284.8	4.96	5.66	6.7	124.4	0.25	0.64	10.49	11.73	0.55	0.26
SKWE-24-4	298.02	52.65	2827	12.01	3061	2139	8607	16839	74.07	100.71	6.8	4.47	7.51	242.71	0.108	0.81	8.27	62.35	0.31	1.63
SKWF-24-5	248.24	61.43	1925	28.27	2527	1832	8166	8559	68.74	63.35	6.12	4.11	6.56	118.2	0.059	0.73	5.84	30.01	0.44	0.67
SLMB-28-3	180.38	41.14	1275	15.58	2601	1819	7247	8665	57.41	96.06	4.98	3.08	7.01	125.54	0.069	0.65	7.44	31.61	0.26	0.69
SLMB-28-4	213.25	65.9	1296	8.05	2272	1649	7245	4611	55.44	102.4	3.1	2.57	4.5	77.39	0.068	0.49	7.51	14.26	0.41	0.71
SLMC-28-1	203.08	40.37	1924	20.59	3980	1980	7376	10934	73.74	153.32	5.46	2.79	10.88	168.01	0.072	0.68	6.89	37.26	0.34	0.86
SLMC-28-2	191.99	35.73	1475	18.48	3088	2113	8699	10791	112.47	108.17	5.02	2.64	7.35	200.57	0.084	0.69	5.58	35.47	0.49	0.79
SLMC-28-3	210.05	30.07	1879	8.62	2233	1524	5837	10181	42.1	113.65	4.17	3.27	5.48	149.65	0.081	0.66	5.15	39.35	0.2	0.72
SLMD-28-1	209.94	31.74	1476	10.01	2485	1532	7417	5801	57.51	58.47	3.14	2.11	6.75	154.89	0.051	0.42	4.65	16.8	0.68	0.5
SQMA-25-1	225.21	42.43	1946	10.84	2687	1835	8533	10649	75.96	81.17	5.2	4.34	5.29	164.3	0.063	0.64	5.21	34.91	0.31	0.88
SQMB-25-3	178.51	19.54	1700	14.24	2172	1619	7057	7900	114.4	170.98	3.45	2.64	4.65	145.07	0.131	0.55	8	27.68	0.31	1
SQMB-25-4	229.97	26.33	1722	7.99	2266	1638	5989	8979	53.77	104.35	2	2.1	5	110.65	0.101	0.61	4.3	32.65	0.23	0.46
VNDL-27-1	172.85	18.6	948	12.23	1554	1159	6277	3697	35.54	118.3	1.74	0.94	2.62	45.74	0.126	0.41	3.91	9.74	0.24	0.12
VNDL-27-3	157.63	24.56	1223	7.23	2143	1601	6777	8063	65.63	71.37	0.92	1.62	4.56	113.61	0.066	0.66	4.13	24.31	0.36	0.7
VNDL-27-4	386.66	32.25	1251	7.9	2118	1543	5502	9153	49.23	126.57	3.5	2.7	5.28	172.91	0.091	0.53	4.55	34.39	0.16	0.41
VNDL-27-5	324.62	23.83	1970	12.34	2654	2112	9555	11290	118.3	132.95	6.19	3.42	5.62	262.28	0.111	0.69	8.59	40.6	0.3	1.3
WELC-27-1	210.2	46.36	927	31.63	1813	1309	5503	6163	62.35	66.13	4.19	2.46	4.46	154.27	0.065	0.49	2.99	23.73	0.23	0.47
WELC-27-2	230.69	48.15	1451	9.26	2543	1559	7118	7148	45.58	79.94	3.54	3.89	5.75	74.6	0.067	0.66	4.66	20.88	0.18	0.52
WELC-27-3	222.12	47.98	1301	15.82	2295	1703	5928	8122	61.9	174.54	5.08	3.28	6.34	116.78	0.114	0.62	7.12	29.58	0.4	0.52
WELC-27-4	239.63	31.14	2077	11.15	2560	1660	5951	11795	83.34	83.74	8.03	3.85	5.76	161.22	0.064	0.65	5.34	43.92	0.21	1.32
WELC-27-5	235.14	28.44	1680	6.68	2075	1455	5482	10108	71.76	153.27	2.11	2.12	3.56	156.41	0.113	0.63	2.68	38.89	0.12	0.66
YALD-27-2	441.67	38.88	1254	8.61	2500	1738	9210	6500	70.26	110.52	4.83	2.83	7.48	189.23	0.122	0.64	6.16	22.62	0.24	0.54
YALE-27-1	457.56	28.66	1771	8.23	2317	1907	8115	8634	63.19	77.05	5.09	3.85	6.68	120.06	0.077	0.56	6.71	28.35	0.27	0.71
YALE-27-2	257.47	46.53	2038	17.81	2590	2064	7529	10748	62.26	114.04	3.69	15.66	8.69	121.75	0.073	0.75	7.01	33.27	0.37	0.66
